DATE (MM/DD/YYYY),MST,Global CMP22 (vent/cor) [W/m^2],Direct CHP1-2 [W/m^2],Diffuse CM22-2 (vent/cor) [W/m^2]
11/12/19,8:06,232.288,825.158,43.6223
11/12/19,8:07,235.576,827.758,44.2198
11/12/19,8:08,238.324,829.122,44.8079
11/12/19,8:09,241.601,832.687,45.0844
11/12/19,8:10,244.674,834.951,45.3347
11/12/19,8:11,247.402,836.382,45.5684
11/12/19,8:12,250.734,840.938,45.7269
11/12/19,8:13,254.253,846.333,45.7945
11/12/19,8:14,257.535,850.637,45.9153
11/12/19,8:15,260.596,853.422,46.1083
11/12/19,8:16,263.383,853.991,46.5678
11/12/19,8:17,266.062,854.335,46.9706
11/12/19,8:18,269.199,857.299,47.2205
11/12/19,8:19,271.663,856.786,47.5861
11/12/19,8:20,273.799,854.016,48.0616
11/12/19,8:21,276.918,858.174,48.2736
11/12/19,8:22,280.261,861.646,48.4225
11/12/19,8:23,282.859,863.547,48.6493
11/12/19,8:24,286.025,868.365,48.8385
11/12/19,8:25,289.038,871.115,48.9281
11/12/19,8:26,292.116,875.229,48.8533
11/12/19,8:27,295.274,878.995,48.8328
11/12/19,8:28,298.516,882.831,48.6192
11/12/19,8:29,301.878,887.568,48.388
11/12/19,8:30,304.977,889.941,48.4556
11/12/19,8:31,307.949,893.609,48.3876
11/12/19,8:32,311.201,897.002,48.3561
11/12/19,8:33,313.974,898.633,48.6809
11/12/19,8:34,317.028,900.503,48.9101
11/12/19,8:35,319.325,900.145,49.2232
11/12/19,8:36,322.408,903.528,49.2586
11/12/19,8:37,325.794,908.537,49.0454
11/12/19,8:38,328.677,911.076,49.1304
11/12/19,8:39,331.566,913.205,49.3642
11/12/19,8:40,334.489,914.944,49.5978
11/12/19,8:41,337.586,917.622,49.7196
11/12/19,8:42,340.454,918.492,49.9197
11/12/19,8:43,342.842,918.961,50.1297
11/12/19,8:44,345.54,919.648,50.4475
11/12/19,8:45,348.112,920.457,50.7245
11/12/19,8:46,350.81,921.832,51.0335
11/12/19,8:47,353.688,923.378,51.3258
11/12/19,8:48,356.782,925.313,51.5744
11/12/19,8:49,359.534,927.419,51.7726
11/12/19,8:50,362.438,929.933,51.8694
11/12/19,8:51,364.91,931.089,51.9865
11/12/19,8:52,367.902,933.224,52.0703
11/12/19,8:53,370.807,935.569,52.1533
11/12/19,8:54,373.419,936.901,52.2548
11/12/19,8:55,376.357,940.179,52.2913
11/12/19,8:56,378.995,941.727,52.3508
11/12/19,8:57,381.693,943.831,52.4814
11/12/19,8:58,384.442,945.242,52.5484
11/12/19,8:59,387.228,947.756,52.6099
11/12/19,9:00,390.267,949.726,52.7077
11/12/19,9:01,392.637,950.513,52.8271
11/12/19,9:02,395.065,951.279,52.9758
11/12/19,9:03,397.756,953.16,53.1076
11/12/19,9:04,400.25,953.499,53.2118
11/12/19,9:05,402.273,953.998,53.3713
11/12/19,9:06,404.837,955.103,53.5328
11/12/19,9:07,407.195,955.813,53.7126
11/12/19,9:08,409.322,955.102,53.9549
11/12/19,9:09,411.443,955.92,54.1525
11/12/19,9:10,414.15,956.655,54.2852
11/12/19,9:11,416.55,957.952,54.4314
11/12/19,9:12,418.408,957.384,54.6687
11/12/19,9:13,420.792,958.135,54.8655
11/12/19,9:14,422.781,956.71,55.324
11/12/19,9:15,424.959,957.479,55.498
11/12/19,9:16,427.454,958.623,55.5601
11/12/19,9:17,429.51,958.669,55.8376
11/12/19,9:18,432.443,961.339,55.7691
11/12/19,9:19,434.4,961.948,55.815
11/12/19,9:20,436.528,962.602,55.9349
11/12/19,9:21,438.781,963.619,56.1731
11/12/19,9:22,440.548,962.578,56.6966
11/12/19,9:23,442.67,964.164,56.8331
11/12/19,9:24,445.492,967.285,56.6816
11/12/19,9:25,448.539,969.886,56.794
11/12/19,9:26,450.784,971.285,57.0453
11/12/19,9:27,453.197,972.951,57.0997
11/12/19,9:28,455.528,975.24,56.8664
11/12/19,9:29,457.803,976.955,56.444
11/12/19,9:30,459.979,976.93,56.3808
11/12/19,9:31,461.735,976.655,56.4312
11/12/19,9:32,463.755,977.398,56.3952
11/12/19,9:33,466.031,978.497,56.3982
11/12/19,9:34,468.48,980.236,56.2981
11/12/19,9:35,470.673,981.538,56.2566
11/12/19,9:36,472.149,980.72,56.3427
11/12/19,9:37,473.988,980.864,56.4709
11/12/19,9:38,476.092,981.862,56.6604
11/12/19,9:39,478.598,983.984,56.8766
11/12/19,9:40,481.144,986.575,56.8779
11/12/19,9:41,482.733,986.305,56.7796
11/12/19,9:42,484.975,987.608,56.7106
11/12/19,9:43,486.767,987.049,56.8028
11/12/19,9:44,488.403,986.81,56.9397
11/12/19,9:45,490.07,986.629,57.0962
11/12/19,9:46,491.634,986.834,57.2595
11/12/19,9:47,493.399,986.989,57.3508
11/12/19,9:48,494.563,985.784,57.4156
11/12/19,9:49,495.38,983.931,57.4183
11/12/19,9:50,498.459,986.925,57.4386
11/12/19,9:51,500.432,988.126,57.4885
11/12/19,9:52,501.989,988.04,57.6157
11/12/19,9:53,503.212,986.556,57.8375
11/12/19,9:54,504.399,985.832,57.9673
11/12/19,9:55,505.519,985.168,57.9747
11/12/19,9:56,507.068,986.038,57.8741
11/12/19,9:57,508.808,986.872,57.7923
11/12/19,9:58,510.42,986.955,57.8353
11/12/19,9:59,512.065,987.503,57.8815
11/12/19,10:00,513.777,988.21,57.9137
11/12/19,10:01,516.41,982.859,59.0892
11/12/19,10:02,516.236,993.231,58.1793
11/12/19,10:03,520.424,993.686,58.2341
11/12/19,10:04,521.862,993.939,58.2949
11/12/19,10:05,524.096,995.895,58.2854
11/12/19,10:06,525.642,996.063,58.3708
11/12/19,10:07,527.565,997.054,58.363
11/12/19,10:08,529.654,998.113,58.4529
11/12/19,10:09,531.415,998.532,58.5178
11/12/19,10:10,532.992,998.006,58.6137
11/12/19,10:11,534.885,998.643,58.7099
11/12/19,10:12,535.521,996.149,58.9956
11/12/19,10:13,536.542,995.481,59.1651
11/12/19,10:14,537.422,994.525,59.2348
11/12/19,10:15,540.404,998.099,59.2808
11/12/19,10:16,541.509,998.021,59.4025
11/12/19,10:17,543.59,999.511,59.3805
11/12/19,10:18,544.838,998.827,59.5864
11/12/19,10:19,545.277,996.351,59.9157
11/12/19,10:20,546.69,996.228,60.009
11/12/19,10:21,547.611,995.578,60.1373
11/12/19,10:22,548.222,995.062,60.0731
11/12/19,10:23,549.507,995.427,60.0924
11/12/19,10:24,550.93,995.519,60.2636
11/12/19,10:25,552.087,995.434,60.2907
11/12/19,10:26,553.224,995.759,60.2214
11/12/19,10:27,555.117,998.264,60.0358
11/12/19,10:28,556.724,998.709,59.9279
11/12/19,10:29,557.71,998.886,59.9695
11/12/19,10:30,559.051,1000.17,59.992
11/12/19,10:31,560.377,1000.85,59.7646
11/12/19,10:32,560.576,999.59,59.7252
11/12/19,10:33,560.837,998.968,59.6806
11/12/19,10:34,562.097,1000.24,59.6006
11/12/19,10:35,563.045,999.536,59.6757
11/12/19,10:36,564.104,999.32,59.7956
11/12/19,10:37,566.02,1000.68,59.8651
11/12/19,10:38,567.106,1000.51,60.0238
11/12/19,10:39,568.115,1000.87,60.1847
11/12/19,10:40,568.725,1000.24,60.5315
11/12/19,10:41,569.3,999.183,60.859
11/12/19,10:42,571.648,1003.08,60.8715
11/12/19,10:43,572.967,1003.42,60.9149
11/12/19,10:44,574.064,1004.06,60.9183
11/12/19,10:45,575.218,1003.8,60.9525
11/12/19,10:46,576.475,1004.2,60.7425
11/12/19,10:47,578.966,1007.73,60.5158
11/12/19,10:48,580.889,1009.51,60.3867
11/12/19,10:49,580.632,1006.94,60.4878
11/12/19,10:50,580.974,1006.09,60.4529
11/12/19,10:51,582.353,1007.16,60.421
11/12/19,10:52,583.562,1007.93,60.4377
11/12/19,10:53,584.447,1008.06,60.5484
11/12/19,10:54,585.586,1009.06,60.5964
11/12/19,10:55,586.225,1009.1,60.6681
11/12/19,10:56,587.274,1009.8,60.8391
11/12/19,10:57,587.576,1009.91,60.8338
11/12/19,10:58,587.91,1009.52,60.7872
11/12/19,10:59,589.527,1011.51,60.6653
11/12/19,11:00,590.463,1010.92,60.6116
11/12/19,11:01,591.601,1012.25,60.5645
11/12/19,11:02,592.718,1013.44,60.3617
11/12/19,11:03,593.112,1013.16,60.3809
11/12/19,11:04,593.022,1011.57,60.5409
11/12/19,11:05,592.986,1010.74,60.5271
11/12/19,11:06,592.902,1009.82,60.5751
11/12/19,11:07,593.176,1009.28,60.6409
11/12/19,11:08,594.577,1010.81,60.633
11/12/19,11:09,595.919,1012.37,60.6455
11/12/19,11:10,596.858,1013.17,60.6703
11/12/19,11:11,597.562,1013.41,60.6784
11/12/19,11:12,596.442,1010.07,61.0298
11/12/19,11:13,596.354,1009,61.2306
11/12/19,11:14,597.19,1010.53,61.0659
11/12/19,11:15,596.61,1008.75,60.9826
11/12/19,11:16,597.398,1009.7,60.7684
11/12/19,11:17,598,1010.07,60.8657
11/12/19,11:18,598.378,1009.33,61.1584
11/12/19,11:19,598.537,1008.82,61.2609
11/12/19,11:20,598.359,1007.99,61.305
11/12/19,11:21,598.822,1008.27,61.377
11/12/19,11:22,599.319,1008.46,61.5309
11/12/19,11:23,598.546,1006.15,61.6911
11/12/19,11:24,598.624,1005.65,61.8036
11/12/19,11:25,598.112,1003,61.9423
11/12/19,11:26,599.169,1005.17,62.0436
11/12/19,11:27,599.551,1005.86,61.9054
11/12/19,11:28,601.384,1008.56,61.5274
11/12/19,11:29,601.866,1009.49,61.3503
11/12/19,11:30,602.071,1009.33,61.2432
11/12/19,11:31,601.988,1008.9,61.1726
11/12/19,11:32,602.135,1008.66,61.1947
11/12/19,11:33,602.518,1009.3,61.2129
11/12/19,11:34,601.558,1007.82,61.1475
11/12/19,11:35,600.532,1006.2,61.1402
11/12/19,11:36,600.422,1006.26,61.1097
11/12/19,11:37,601.255,1007.37,60.9567
11/12/19,11:38,601.364,1007.37,61.0127
11/12/19,11:39,602.034,1008.32,60.8772
11/12/19,11:40,602.27,1008.68,60.7643
11/12/19,11:41,602.895,1009.95,60.6075
11/12/19,11:42,602.427,1008.77,60.724
11/12/19,11:43,602.418,1009.63,60.6067
11/12/19,11:44,601.776,1008.5,60.5607
11/12/19,11:45,600.439,1006.96,60.6734
11/12/19,11:46,601.079,1008.45,60.5229
11/12/19,11:47,601.078,1008.4,60.4156
11/12/19,11:48,600.192,1006.85,60.3365
11/12/19,11:49,600.172,1006.61,60.3054
11/12/19,11:50,599.112,1004.23,60.3639
11/12/19,11:51,598.824,1003.73,60.4067
11/12/19,11:52,598.666,1003.33,60.3894
11/12/19,11:53,598.653,1004.13,60.405
11/12/19,11:54,598.539,1003.66,60.3775
11/12/19,11:55,598.545,1003.77,60.5068
11/12/19,11:56,596.94,999.167,61.1294
11/12/19,11:57,595.593,996.265,61.5751
11/12/19,11:58,594.402,993.539,62.1018
11/12/19,11:59,594.258,992.597,62.3855
11/12/19,12:00,595.829,996.106,62.3
11/12/19,12:01,597.046,999.065,62.0416
11/12/19,12:02,598.029,1001.86,61.9643
11/12/19,12:03,597.411,1001.11,62.0185
11/12/19,12:04,596.681,999.912,61.9316
11/12/19,12:05,594.972,997.52,61.7555
11/12/19,12:06,594.454,997.711,61.4438
11/12/19,12:07,594.469,999.085,61.1142
11/12/19,12:08,593.987,999.019,61.0652
11/12/19,12:09,592.704,997.303,61.144
11/12/19,12:10,593.758,1000.3,60.9126
11/12/19,12:11,594.058,1001.79,60.8094
11/12/19,12:12,593.229,1001.44,60.8148
11/12/19,12:13,592.604,1000.91,60.7251
11/12/19,12:14,590.81,997.719,60.7424
11/12/19,12:15,590.469,998.409,60.6145
11/12/19,12:16,589.614,998.014,60.5871
11/12/19,12:17,588.687,997.08,60.6213
11/12/19,12:18,587.958,996.94,60.5754
11/12/19,12:19,586.983,996.581,60.5095
11/12/19,12:20,587.239,998.616,60.3264
11/12/19,12:21,587.742,1000.42,60.2422
11/12/19,12:22,587.594,1001.47,60.2667
11/12/19,12:23,586.176,999.022,60.4424
11/12/19,12:24,584.356,996.018,60.6425
11/12/19,12:25,583.805,996.243,60.7461
11/12/19,12:26,582.612,995.274,60.5958
11/12/19,12:27,581.534,994.062,60.587
11/12/19,12:28,579.019,990.405,60.6346
11/12/19,12:29,579.99,994.154,60.3728
11/12/19,12:30,579.746,994.489,60.2593
11/12/19,12:31,577.678,991.569,60.2874
11/12/19,12:32,577.107,991.906,60.2187
11/12/19,12:33,576.91,993.216,59.9335
11/12/19,12:34,576.035,993.398,59.6471
11/12/19,12:35,574.643,992.77,59.62
11/12/19,12:36,572.959,991.117,59.7854
11/12/19,12:37,573.09,993.411,59.8344
11/12/19,12:38,570.985,990.75,60.2322
11/12/19,12:39,571.298,992.725,60.4078
11/12/19,12:40,570.936,992.924,60.3254
11/12/19,12:41,570.744,993.682,60.2184
11/12/19,12:42,570.693,995.433,59.9405
11/12/19,12:43,569.293,994.381,59.9154
11/12/19,12:44,566.126,988.889,60.0205
11/12/19,12:45,564.419,987.189,59.999
11/12/19,12:46,564.05,988.643,59.5325
11/12/19,12:47,563.826,990.863,59.3051
11/12/19,12:48,564.312,994.348,59.2568
11/12/19,12:49,562.769,992.595,59.5694
11/12/19,12:50,561.493,991.739,59.6999
11/12/19,12:51,561.039,992.921,59.5346
11/12/19,12:52,560.104,993.235,59.4869
11/12/19,12:53,558.913,993.607,59.4373
11/12/19,12:54,558.4,994.112,59.2544
11/12/19,12:55,557.757,994.816,58.9382
11/12/19,12:56,557.024,995.253,58.7439
11/12/19,12:57,555.157,993.172,58.7563
11/12/19,12:58,554.472,993.616,58.7574
11/12/19,12:59,552.403,991.413,58.8304
11/12/19,13:00,549.648,987.208,59.1121
11/12/19,13:01,548.777,987.218,59.5571
11/12/19,13:02,547.502,986.064,60.1286
11/12/19,13:03,546.004,985.157,60.6868
11/12/19,13:04,546.327,987.794,60.7915
11/12/19,13:05,545.963,989.952,60.4057
11/12/19,13:06,545.223,991.491,59.8622
11/12/19,13:07,543.214,989.891,59.4344
11/12/19,13:08,540.65,986.696,59.1674
11/12/19,13:09,538.832,986.217,58.6782
11/12/19,13:10,536.979,985.482,58.2558
11/12/19,13:11,535.288,984.221,58.1636
11/12/19,13:12,533.294,982.747,58.2073
11/12/19,13:13,531.904,982.661,58.2205
11/12/19,13:14,528.959,979.058,58.0908
11/12/19,13:15,528.714,981.541,58.0344
11/12/19,13:16,527.496,981.264,58.0159
11/12/19,13:17,526.048,980.435,58.129
11/12/19,13:18,524.014,979.333,58.121
11/12/19,13:19,522.338,978.154,58.155
11/12/19,13:20,520.917,977.494,58.228
11/12/19,13:21,519.54,977.187,58.3059
11/12/19,13:22,518.376,977.639,58.3366
11/12/19,13:23,517.091,977.717,58.2225
11/12/19,13:24,514.621,975.504,58.1709
11/12/19,13:25,513.081,975.183,58.1571
11/12/19,13:26,512.034,975.803,58.1214
11/12/19,13:27,510.315,974.666,58.2035
11/12/19,13:28,508.332,973.21,58.3649
11/12/19,13:29,507.38,973.781,58.5356
11/12/19,13:30,505.947,973.163,58.7631
11/12/19,13:31,504.095,971.527,59.02
11/12/19,13:32,503.147,971.902,59.3111
11/12/19,13:33,502.028,971.763,59.6648
11/12/19,13:34,500.324,970.124,60.0655
11/12/19,13:35,499.005,968.947,60.617
11/12/19,13:36,497.996,968.353,61.2762
11/12/19,13:37,497.136,968.023,62.0619
11/12/19,13:38,496.001,966.622,62.858
11/12/19,13:39,493.487,961.691,63.781
11/12/19,13:40,490.395,955.559,64.8548
11/12/19,13:41,487.022,947.106,66.1043
11/12/19,13:42,484.354,941.298,67.372
11/12/19,13:43,478.712,928.795,68.5618
11/12/19,13:44,479.112,930.209,69.8821
11/12/19,13:45,477.684,927.465,71.1794
11/12/19,13:46,478.537,929.522,72.6446
11/12/19,13:47,478.806,929.291,74.3106
11/12/19,13:48,476.91,923.894,76.1094
11/12/19,13:49,475.03,917.334,78.1288
11/12/19,13:50,471.287,906.012,80.3541
11/12/19,13:51,465.933,890.213,82.8004
11/12/19,13:52,453.959,857.473,85.4174
11/12/19,13:53,440.023,820.269,87.9033
11/12/19,13:54,426.015,784.259,89.947
11/12/19,13:55,427.563,786.586,91.2749
11/12/19,13:56,421.44,776.191,92.0322
11/12/19,13:57,436.016,815.346,92.363
11/12/19,13:58,440.548,829.358,92.4324
11/12/19,13:59,438.873,827.211,92.8611
11/12/19,14:00,444.766,844.893,93.6257
11/12/19,14:01,443.957,843.93,94.3181
11/12/19,14:02,428.981,806.876,95.1937
11/12/19,14:03,412.387,765.504,96.3444
11/12/19,14:04,413.824,768.683,97.3765
11/12/19,14:05,411.342,763.833,98.1298
11/12/19,14:06,400.725,738.233,98.4434
11/12/19,14:07,383.692,701.271,98.0666
11/12/19,14:08,391.708,726.307,97.2664
11/12/19,14:09,394.336,741.064,95.9587
11/12/19,14:10,389.515,737.382,94.1351
11/12/19,14:11,391.701,752.282,92.1135
11/12/19,14:12,398.341,781.561,90.2015
11/12/19,14:13,403.977,805.632,88.8139
11/12/19,14:14,407.339,821.697,88.0332
11/12/19,14:15,404.704,817.997,87.576
11/12/19,14:16,385.973,774.539,87.3447
11/12/19,14:17,396.591,807.798,87.9862
11/12/19,14:18,400.796,820.44,88.6578
11/12/19,14:19,410.013,846.025,90.0484
11/12/19,14:20,410.988,848.343,91.7856
11/12/19,14:21,406.618,835.683,93.5707
11/12/19,14:22,405.878,832.395,95.6316
11/12/19,14:23,397.909,808.924,97.6554
11/12/19,14:24,393.811,796.847,99.6261
11/12/19,14:25,383.471,766.064,101.436
11/12/19,14:26,368.4,723.059,103.046
11/12/19,14:27,363.184,707.46,104.525
11/12/19,14:28,347.584,662.277,105.617
11/12/19,14:29,339.413,641.019,106.696
11/12/19,14:30,347.343,663.609,107.727
11/12/19,14:31,344.291,658.925,108.242
11/12/19,14:32,346.407,667.619,108.597
11/12/19,14:33,346.117,669.467,108.93
11/12/19,14:34,347.245,675.638,109.226
11/12/19,14:35,343.534,668.643,109.349
11/12/19,14:36,332.827,640.813,109.48
11/12/19,14:37,326.064,624.869,109.649
11/12/19,14:38,324.292,622.398,109.852
11/12/19,14:39,319.495,610.46,110.165
11/12/19,14:40,313.861,597.206,110.553
11/12/19,14:41,315.238,603.535,111.063
11/12/19,14:42,314.25,602.103,111.39
11/12/19,14:43,313.265,602.941,111.515
11/12/19,14:44,304.563,580.229,111.395
11/12/19,14:45,296.099,558.733,111.14
11/12/19,14:46,288.294,538.523,110.755
11/12/19,14:47,283.251,529.737,110.198
11/12/19,14:48,284.438,540.853,109.568
11/12/19,14:49,289.654,564.385,108.919
11/12/19,14:50,281.913,544.915,107.846
11/12/19,14:51,267.047,504.066,106.451
11/12/19,14:52,254.673,473.428,104.932
11/12/19,14:53,244.67,450.018,103.306
11/12/19,14:54,250.809,479.979,101.755
11/12/19,14:55,247.247,477.404,100.032
11/12/19,14:56,263.792,544.891,98.4705
11/12/19,14:57,271.807,584.211,96.7691
11/12/19,14:58,269.158,588.152,94.8849
11/12/19,14:59,273.847,618.841,93.0833
11/12/19,15:00,284.56,668.947,91.3355
11/12/19,15:01,291.288,704.625,89.2823
11/12/19,15:02,285.623,700.555,87.1244
11/12/19,15:03,291.233,735.593,85.0349
11/12/19,15:04,292.773,755.818,82.8914
11/12/19,15:05,291.868,766.827,80.8063
11/12/19,15:06,287.667,765.448,78.6969
11/12/19,15:07,280.791,754.366,76.6518
11/12/19,15:08,274.752,746.389,74.6848
11/12/19,15:09,272.95,753.188,72.8726
11/12/19,15:10,267.872,747.69,71.1197
11/12/19,15:11,262.328,739.711,69.5688
11/12/19,15:12,251.97,712.913,68.0943
11/12/19,15:13,242.277,688.828,66.6149
11/12/19,15:14,236.478,678.518,65.215
11/12/19,15:15,233.723,680.79,63.9333
11/12/19,15:16,237.947,710.406,62.64
11/12/19,15:17,233.671,705.413,61.255
11/12/19,15:18,233.884,721.207,60.0294
11/12/19,15:19,236.272,743.717,58.877
11/12/19,15:20,231.034,736.762,57.6606
11/12/19,15:21,233.599,761.528,56.556
11/12/19,15:22,233.75,776.195,55.5085
11/12/19,15:23,231.558,780.706,54.4264
11/12/19,15:24,227.707,777.697,53.3349
11/12/19,15:25,226.09,783.515,52.2758
11/12/19,15:26,222.826,781.68,51.239
11/12/19,15:27,219.427,779.045,50.2369
11/12/19,15:28,215.158,772.304,49.2567
11/12/19,15:29,210.873,766.124,48.3755
11/12/19,15:30,208.183,766.979,47.6414
11/12/19,15:31,202.292,750.277,46.9074
11/12/19,15:32,171.856,613.463,45.9104
11/12/19,15:33,163.04,588.96,45.1326
11/12/19,15:34,173.521,652.958,44.6558
11/12/19,15:35,183.048,713.203,44.2364
11/12/19,15:36,185.315,736.488,43.8092
11/12/19,15:37,183.798,741.254,43.4101
11/12/19,15:38,180.718,738.862,42.8691
11/12/19,15:39,176.999,732.512,42.2776
11/12/19,15:40,171.58,716.978,41.6017
11/12/19,15:41,165.408,697.631,40.9195
11/12/19,15:42,157.867,669.277,40.273
11/12/19,15:43,151.501,647.298,39.6314
11/12/19,15:44,152.779,669.436,39.0695
11/12/19,15:45,155.81,701.302,38.5375
11/12/19,15:46,153.931,704.94,37.8921
11/12/19,15:47,151.031,702.403,37.2699
11/12/19,15:48,147.555,695.596,36.6385
11/12/19,15:49,143.73,686.784,36.0743
11/12/19,15:50,140.022,678.62,35.505
11/12/19,15:51,134.967,661.734,34.8951
11/12/19,15:52,130.844,651.097,34.2662
11/12/19,15:53,127.803,645.932,33.6815
11/12/19,15:54,123.641,633.171,33.1596
11/12/19,15:55,118.653,613.565,32.6445
11/12/19,15:56,113.833,595.104,32.1171
11/12/19,15:57,112.37,601.121,31.6057
11/12/19,15:58,111.868,612.711,31.1362
11/12/19,15:59,110.613,618.164,30.6792
11/12/19,16:00,108.663,619.438,30.247
11/12/19,16:01,105.404,609.57,29.8035
11/12/19,16:02,101.977,599.31,29.3359
11/12/19,16:03,99.0219,592.739,28.8232
11/12/19,16:04,96.2635,587.809,28.2997
11/12/19,16:05,93.1235,578.957,27.779
11/12/19,16:06,88.5008,556.235,27.2675
11/12/19,16:07,84.8834,542.221,26.7613
11/12/19,16:08,82.3795,538.471,26.2623
11/12/19,16:09,80.9886,544.076,25.7636
11/12/19,16:10,79.6846,549.866,25.2991
11/12/19,16:11,77.6949,549.104,24.8059
11/12/19,16:12,75.1611,543.217,24.3038
11/12/19,16:13,72.2364,532.946,23.8508
11/12/19,16:14,69.352,523.141,23.3871
11/12/19,16:15,66.5232,512.718,22.8764
11/12/19,16:16,63.6511,502.312,22.3642
11/12/19,16:17,61.04,492.934,21.8545
11/12/19,16:18,58.0589,478.147,21.3758
11/12/19,16:19,54.3749,454.488,20.8737
11/12/19,16:20,46.7852,385.147,20.3256
11/12/19,16:21,30.802,186.253,19.7399
11/12/19,16:22,19.6502,19.8507,19.1553
11/12/19,16:23,18.38,3.12917,18.6297
11/12/19,16:24,17.8168,2.08439,18.1677
11/12/19,16:25,17.2592,1.36901,17.6631
11/12/19,16:26,16.7541,0.972715,17.1429
11/12/19,16:27,16.2763,0.715382,16.682
11/12/19,16:28,15.7666,0.519809,16.2316
11/12/19,16:29,15.2244,0.241891,15.6911
11/12/19,16:30,14.6648,-0.036026,15.097
11/12/19,16:31,14.0369,-0.221305,14.4489
11/12/19,16:32,13.3711,-0.365409,13.7464
11/12/19,16:33,12.6926,-0.442608,13.0498
11/12/19,16:34,12.0061,-0.51466,12.3514
11/12/19,16:35,11.3359,-0.499222,11.7061
11/12/19,16:36,10.6759,-0.519807,11.0675
11/12/19,16:37,9.99795,-0.535247,10.47
11/12/19,16:38,9.38091,-0.591859,9.93967
11/12/19,16:39,8.79967,-0.627888,9.42582
11/12/19,16:40,8.22573,-0.658768,8.90627
